Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle  392:       ready  0    blocked  2      ready  0    running  1      ready  0.
Before cycle  393:     running  2    blocked  1      ready  0    blocked  3      ready  0.
Before cycle  394:     running  1      ready  0      ready  0    blocked  2      ready  0.
Before cycle  395:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  396:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  397:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  398:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  399:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  400:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  401:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  402:     blocked  2      ready  0      ready  0    running  1      ready  0.
Before cycle  403:     blocked  1      ready  0    running  2    blocked  1      ready  0.
Before cycle  404:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  405:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  406:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  407:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  408:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  409:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  410:     blocked  1      ready  0      ready  0    running  1      ready  0.
Before cycle  411:       ready  0      ready  0    running  1    blocked  3      ready  0.
Before cycle  412:       ready  0      ready  0    blocked  1    blocked  2    running  2.
Before cycle  413:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  414:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  415:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  416:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  417:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  418:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  419:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  420:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  421:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  422:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  423:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  424:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  425:     running  1    blocked  3      ready  0      ready  0      ready  0.
Before cycle  426:     blocked  3    blocked  2    running  2      ready  0      ready  0.
Before cycle  427:     blocked  2    blocked  1    running  1      ready  0      ready  0.
Before cycle  428:     blocked  1      ready  0    blocked  2      ready  0    running  2.
Before cycle  429:       ready  0      ready  0    blocked  1      ready  0    running  1.
Before cycle  430:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  431:       ready  0    running  2      ready  0    blocked  2      ready  0.
Before cycle  432:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  433:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  434:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  435:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  436:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  437:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  438:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  439:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  440:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  441:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  442:     running  1      ready  0      ready  0    blocked  2      ready  0.
Before cycle  443:     blocked  1      ready  0    running  2    blocked  1      ready  0.
Before cycle  444:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  445:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  446:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  447:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  448:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  449:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  450:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  451:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  452:       ready  0      ready  0    running  2    blocked  3      ready  0.
Before cycle  453:       ready  0      ready  0    running  1    blocked  2      ready  0.
Before cycle  454:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  455:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  456:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  457:     running  1    blocked  2      ready  0      ready  0      ready  0.
Before cycle  458:     blocked  1    blocked  1    running  2      ready  0      ready  0.
Before cycle  459:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  460:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  461:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  462:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  463:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  464:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  465:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  466:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  467:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  468:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  469:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  470:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  471:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  472:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  473:     blocked  3    running  2      ready  0      ready  0      ready  0.
Before cycle  474:     blocked  2    running  1      ready  0      ready  0      ready  0.
Before cycle  475:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  476:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  477:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  478:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  479:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  480:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  481:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  482:     running  2    blocked  3      ready  0      ready  0      ready  0.
Before cycle  483:     running  1    blocked  2      ready  0      ready  0      ready  0.
Before cycle  484:     blocked  2    blocked  1    running  2      ready  0      ready  0.
Before cycle  485:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  486:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  487:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  488:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  489:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  490:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  491:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  492:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  493:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  494:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  495:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  496:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  497:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  498:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  499:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  500:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  501:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  502:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  503:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  504:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  505:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  506:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  507:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  508:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  509:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  510:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  511:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  512:       ready  0      ready  0    blocked  1      ready  0    running  2.
Before cycle  513:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  514:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  515:       ready  0    running  1      ready  0    blocked  3      ready  0.
Before cycle  516:     running  2    blocked  3      ready  0    blocked  2      ready  0.
Before cycle  517:     running  1    blocked  2      ready  0    blocked  1      ready  0.
Before cycle  518:     blocked  1    blocked  1    running  2      ready  0      ready  0.
Before cycle  519:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  520:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  521:       ready  0      ready  0      ready  0    running  1    blocked  3.
Before cycle  522:     running  2      ready  0      ready  0    blocked  1    blocked  2.
Before cycle  523:     running  1      ready  0      ready  0      ready  0    blocked  1.
Before cycle  524:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  525:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  526:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  527:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  528:     running  1      ready  0      ready  0    blocked  3      ready  0.
Before cycle  529:     blocked  1      ready  0      ready  0    blocked  2    running  2.
Before cycle  530:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  531:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  532:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  533:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  534:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  535:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  536:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  537:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  538:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  539:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  540:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  541:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  542:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  543:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  544:     blocked  2      ready  0      ready  0      ready  0    running  2.
Before cycle  545:     blocked  1      ready  0      ready  0      ready  0    running  1.
Before cycle  546:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  547:       ready  0    running  2      ready  0    blocked  3      ready  0.
Before cycle  548:       ready  0    running  1      ready  0    blocked  2      ready  0.
Before cycle  549:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  550:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  551:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  552:     blocked  2      ready  0      ready  0      ready  0    running  2.
Before cycle  553:     blocked  1      ready  0      ready  0      ready  0    running  1.
Before cycle  554:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  555:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  556:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  557:       ready  0      ready  0    running  2    blocked  3      ready  0.
Before cycle  558:       ready  0      ready  0    running  1    blocked  2      ready  0.
Before cycle  559:     running  2      ready  0      ready  0    blocked  1      ready  0.
Before cycle  560:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  561:     blocked  1      ready  0      ready  0      ready  0    running  2.
Before cycle  562:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  563:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  564:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  565:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  566:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  567:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  568:     running  1      ready  0      ready  0    blocked  2      ready  0.
Before cycle  569:     blocked  3      ready  0      ready  0    blocked  1    running  2.
Before cycle  570:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  571:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  572:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  573:       ready  0    blocked  2    running  2      ready  0      ready  0.
Before cycle  574:       ready  0    blocked  1    running  1      ready  0      ready  0.
Before cycle  575:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  576:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  577:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  578:     running  2      ready  0      ready  0    blocked  1      ready  0.
Before cycle  579:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  580:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  581:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  582:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  583:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  584:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  585:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  586:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  587:     running  1      ready  0      ready  0    blocked  3      ready  0.
Before cycle  588:     blocked  1    running  2      ready  0    blocked  2      ready  0.
Before cycle  589:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  590:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  591:       ready  0      ready  0    blocked  1      ready  0    running  2.
Before cycle  592:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  593:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  594:     blocked  2    running  2      ready  0      ready  0      ready  0.
Before cycle  595:     blocked  1    running  1      ready  0      ready  0      ready  0.
Before cycle  596:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  597:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  598:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  599:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  600:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  601:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  602:     blocked  3    running  1      ready  0      ready  0      ready  0.
Before cycle  603:     blocked  2    blocked  3      ready  0    running  1      ready  0.
Before cycle  604:     blocked  1    blocked  2    running  2    blocked  2      ready  0.
Before cycle  605:       ready  0    blocked  1    running  1    blocked  1      ready  0.
Before cycle  606:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  607:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  608:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  609:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  610:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  611:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  612:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  613:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  614:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  615:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  616:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  617:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  618:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  619:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  620:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  621:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  622:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  623:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  624:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  625:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  626:     blocked  2    running  2      ready  0      ready  0      ready  0.
Before cycle  627:     blocked  1    running  1      ready  0      ready  0      ready  0.
Before cycle  628:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  629:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  630:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  631:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  632:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  633:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  634:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  635:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  636:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  637:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  638:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  639:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  640:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  641:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  642:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  643:     blocked  2    running  2      ready  0      ready  0      ready  0.
Before cycle  644:     blocked  1    running  1      ready  0      ready  0      ready  0.
Before cycle  645:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  646:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  647:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  648:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  649:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  650:     running  2      ready  0      ready  0    blocked  3      ready  0.
Before cycle  651:     running  1      ready  0      ready  0    blocked  2      ready  0.
Before cycle  652:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  653:       ready  0    blocked  3    running  2      ready  0      ready  0.
Before cycle  654:       ready  0    blocked  2    running  1      ready  0      ready  0.
Before cycle  655:       ready  0    blocked  1      ready  0      ready  0    running  2.
Before cycle  656:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  657:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  658:     blocked  1      ready  0      ready  0    running  1      ready  0.
Before cycle  659:       ready  0      ready  0    running  2    blocked  3      ready  0.
Before cycle  660:       ready  0      ready  0    running  1    blocked  2      ready  0.
Before cycle  661:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  662:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  663:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  664:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  665:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  666:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  667:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  668:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  669:       ready  0      ready  0    blocked  2    running  1      ready  0.
Before cycle  670:       ready  0    running  2    blocked  1    blocked  3      ready  0.
Before cycle  671:       ready  0    running  1      ready  0    blocked  2      ready  0.
Before cycle  672:       ready  0    blocked  3      ready  0    blocked  1    running  2.
Before cycle  673:       ready  0    blocked  2      ready  0      ready  0    running  1.
Before cycle  674:     running  2    blocked  1      ready  0      ready  0      ready  0.
Before cycle  675:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  676:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  677:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  678:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  679:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  680:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  681:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  682:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  683:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  684:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  685:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  686:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  687:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  688:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  689:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  690:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  691:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  692:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  693:     blocked  3      ready  0    running  1      ready  0      ready  0.
Before cycle  694:     blocked  2      ready  0    blocked  2    running  1      ready  0.
Before cycle  695:     blocked  1      ready  0    blocked  1    blocked  3    running  2.
Before cycle  696:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  697:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  698:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  699:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  700:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  701:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  702:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  703:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  704:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  705:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  706:       ready  0    running  2      ready  0    blocked  3      ready  0.
Before cycle  707:       ready  0    running  1      ready  0    blocked  2      ready  0.
Before cycle  708:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  709:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  710:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  711:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  712:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  713:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  714:       ready  0    blocked  3      ready  0    running  1      ready  0.
Before cycle  715:     running  1    blocked  2      ready  0    blocked  1      ready  0.
Before cycle  716:     blocked  2    blocked  1    running  2      ready  0      ready  0.
Before cycle  717:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  718:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  719:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  720:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  721:       ready  0    running  2      ready  0    blocked  2      ready  0.
Before cycle  722:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  723:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  724:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  725:     blocked  3      ready  0    running  2      ready  0      ready  0.
Before cycle  726:     blocked  2      ready  0    running  1      ready  0      ready  0.
Before cycle  727:     blocked  1      ready  0      ready  0      ready  0    running  1.
Before cycle  728:       ready  0    running  2      ready  0      ready  0    blocked  3.
Before cycle  729:       ready  0    running  1      ready  0      ready  0    blocked  2.
Before cycle  730:       ready  0      ready  0      ready  0    running  1    blocked  1.
Before cycle  731:       ready  0      ready  0    running  2    blocked  3      ready  0.
Before cycle  732:       ready  0      ready  0    running  1    blocked  2      ready  0.
Before cycle  733:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  734:     blocked  2    running  2      ready  0      ready  0      ready  0.
Before cycle  735:     blocked  1    running  1      ready  0      ready  0      ready  0.
Before cycle  736:       ready  0    blocked  2      ready  0      ready  0    running  2.
Before cycle  737:       ready  0    blocked  1      ready  0      ready  0    running  1.
Before cycle  738:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  739:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  740:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  741:     running  2      ready  0      ready  0    blocked  2      ready  0.
Before cycle  742:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  743:     blocked  2    running  2      ready  0      ready  0      ready  0.
Before cycle  744:     blocked  1    running  1      ready  0      ready  0      ready  0.
Before cycle  745:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  746:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  747:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  748:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  749:       ready  0      ready  0    blocked  2    running  1      ready  0.
Before cycle  750:     running  2      ready  0    blocked  1    blocked  2      ready  0.
Before cycle  751:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  752:     blocked  3    running  2      ready  0      ready  0      ready  0.
Before cycle  753:     blocked  2    running  1      ready  0      ready  0      ready  0.
Before cycle  754:     blocked  1      ready  0      ready  0      ready  0    running  2.
Before cycle  755:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  756:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  757:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  758:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  759:       ready  0    running  2      ready  0    blocked  2      ready  0.
Before cycle  760:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  761:     running  2    blocked  2      ready  0      ready  0      ready  0.
Before cycle  762:     running  1    blocked  1      ready  0      ready  0      ready  0.
Before cycle  763:     blocked  3      ready  0      ready  0      ready  0    running  2.
Before cycle  764:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  765:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  766:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  767:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  768:       ready  0    running  2      ready  0    blocked  2      ready  0.
Before cycle  769:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  770:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  771:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  772:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  773:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  774:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  775:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  776:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  777:       ready  0    blocked  2      ready  0    running  1      ready  0.
Before cycle  778:       ready  0    blocked  1      ready  0    blocked  1    running  2.
Before cycle  779:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  780:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  781:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  782:       ready  0    running  2    blocked  1      ready  0      ready  0.
Before cycle  783:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  784:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  785:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  786:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  787:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  788:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  789:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  790:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  791:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  792:       ready  0    blocked  3      ready  0      ready  0    running  2.
Before cycle  793:       ready  0    blocked  2      ready  0      ready  0    running  1.
Before cycle  794:       ready  0    blocked  1      ready  0    running  1      ready  0.
